Name,Price,Rating,Detail Link,Description
El Olivar de la Paz,€ 789,"Puntuación: 7,27,2",https://www.booking.com/hotel/es/el-olivar-de-la-paz.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=105&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099937&all_sr_blocks=799017902_392537036_2_0_0&highlighted_blocks=799017902_392537036_2_0_0&matching_block_id=799017902_392537036_2_0_0&sr_pri_blocks=799017902_392537036_2_0_0__78900&from=searchresults,"El Olivar de la Paz está en el centro de Madrid, a 8 min a pie de Museo Reina Sofía y a 1 km de Estación de tren de Atocha, y ofrece wifi gratis. Este apartamento está a 16 min a pie de Puerta de Toledo y a 900 metros de Museo Thyssen-Bornemisza.

Este apartamento con aire acondicionado consta de 1 dormitorio, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Plaza Mayor de Madrid, Mercado de San Miguel y Puerta del Sol. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 15 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
2 bedrooms 1 bathroom furnished - Anton Martin - Vintage - MintyStay,€ 866,"Puntuación: 8,28,2",https://www.booking.com/hotel/es/2-bedrooms-1-bathroom-furnished-anton-martin-vintage-mintystay.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=106&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099937&all_sr_blocks=837170302_382946376_2_0_0&highlighted_blocks=837170302_382946376_2_0_0&matching_block_id=837170302_382946376_2_0_0&sr_pri_blocks=837170302_382946376_2_0_0__86647&from=searchresults,"2 bedrooms 1 bathroom furnished - Anton Martin - Vintage - MintyStay está en el centro de Madrid, a 6 min a pie de Museo Reina Sofía y a 900 metros de Estación de tren de Atocha, y ofrece wifi gratis. Este apartamento está a 1,8 km de Parque de El Retiro y a 12 min a pie de Puerta del Sol.

El apartamento también cuenta con una cocina bien equipada con nevera, lavavajillas y microondas, y también hay secador de pelo.

Cerca del alojamiento hay puntos de interés como Plaza Mayor de Madrid, Mercado de San Miguel y Puerta de Toledo. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 15 km."
Homeclub Modern Flat by Prado Museum & Retiro Moratin V,€ 904,"Puntuación: 9,09,0",https://www.booking.com/hotel/es/moratin-v.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=107&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099937&all_sr_blocks=1292894002_402228290_2_0_0&highlighted_blocks=1292894002_402228290_2_0_0&matching_block_id=1292894002_402228290_2_0_0&sr_pri_blocks=1292894002_402228290_2_0_0__90353&from=searchresults,"Homeclub Modern Flat by Prado Museum & Retiro Moratin V se encuentra en una zona céntrica de Madrid, a poca distancia de Puerta del Sol y Plaza Mayor de Madrid. Ofrece equipamiento como wifi gratis, aire acondicionado, horno y hervidor. Este apartamento está a 8 min a pie de Museo Thyssen-Bornemisza y a 1,7 km de Puerta de Toledo.

El apartamento dispone de 1 dormitorio, TV con canales vía satélite, una cocina equipada con nevera y lavavajillas, lavadora y 1 baño con ducha. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Museo Reina Sofía, Estación de tren de Atocha y Mercado de San Miguel. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 14 km."
AP Leganitos -No Ascensor-,€ 698,"Puntuación: 6,66,6",https://www.booking.com/hotel/es/ap-leganitos.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=108&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099937&all_sr_blocks=1301568401_403045656_2_0_0&highlighted_blocks=1301568401_403045656_2_0_0&matching_block_id=1301568401_403045656_2_0_0&sr_pri_blocks=1301568401_403045656_2_0_0__69839&from=searchresults,"AP Leganitos -No Ascensor- es un alojamiento con una buena ubicación en Madrid que ofrece salón de uso común, wifi gratis, terraza y habitaciones con aire acondicionado. El alojamiento está cerca de varios lugares de interés destacados, a unos 10 min a pie de Estación de metro Gran Vía, a 200 metros de Estación de metro Plaza de España y a 1,7 km de Museo Thyssen-Bornemisza. Este alojamiento libre de humo se encuentra a 7 min a pie de Gran Vía.

Todas las unidades de este alojamiento están equipadas con TV de pantalla plana. Las habitaciones del alojamiento tienen baño privado con ducha y secador de pelo, y algunas unidades también disponen de vistas a la ciudad. En el albergue, todas las habitaciones cuentan con ropa de cama y toallas.

Cerca del alojamiento hay puntos de interés como Templo de Debod, Royal Palace of Madrid y Mercado de San Miguel. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 19 km."
Cozy Apartment Cueca Cibeles Pta de Sol Gran Via,€ 731,"Puntuación: 4,04,0",https://www.booking.com/hotel/es/cozy-apartment-cibeles-gran-via-pta-del-sol-chueca.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=109&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099937&all_sr_blocks=1282416701_401161430_2_0_0&highlighted_blocks=1282416701_401161430_2_0_0&matching_block_id=1282416701_401161430_2_0_0&sr_pri_blocks=1282416701_401161430_2_0_0__73114&from=searchresults,"Cozy Apartment Cueca Cibeles Pta de Sol Gran Via está en el centro de Madrid, a 5 min a pie de Estación de metro Gran Vía y a 800 metros de Museo Thyssen-Bornemisza, y ofrece wifi gratis. Este apartamento está a 15 min a pie de Estación de metro Plaza de España y a 1,6 km de Royal Palace of Madrid.

Este apartamento tiene aire acondicionado y cuenta con 1 dormitorio, TV y cocina con nevera y horno.

Cerca del alojamiento hay puntos de interés como Gran Vía, Parque de El Retiro y Museo Reina Sofía. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 12 km."
Hostal R. Lido,€ 796,"Puntuación: 8,98,9",https://www.booking.com/hotel/es/hostal-r-lido.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=110&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099937&all_sr_blocks=39429804_357422565_0_0_0&highlighted_blocks=39429804_357422565_0_0_0&matching_block_id=39429804_357422565_0_0_0&sr_pri_blocks=39429804_357422565_0_0_0__79625&from=searchresults,"Este sencillo establecimiento ofrece habitaciones cómodas con aire acondicionado, TV y conexión Wi-Fi gratuita. Se encuentra a 250 metros de la Puerta del Sol y a 100 metros de la estación de metro de Sevilla.

Las habitaciones del Hostal R. Lido ofrecen vistas a la ciudad o a un patio interior. Todas incluyen nevera y baño privado con secador de pelo. El establecimiento también alberga una sala de TV común, con microondas y máquina expendedora de bebidas.

El hostal se encuentra a solo 4 minutos a pie de la Gran Vía, a 250 metros de la animada plaza de Santa Ana y a 8 minutos a pie de la Plaza Mayor.

El R. Lido se encuentra a poca distancia a pie de los lugares de interés más famosos de Madrid. El Museo del Prado, el Museo Reina Sofía y el parque del Retiro están a 10 minutos a pie.

El Hostal R. Lido se encuentra a 3 minutos a pie de la estación de metro y trenes de la Puerta del Sol, que ofrece conexiones con el aeropuerto de Madrid-Barajas en unos 45 minutos."
La Maja (3),€ 827,"Puntuación: 8,78,7",https://www.booking.com/hotel/es/la-maja-3.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=111&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099937&all_sr_blocks=923574301_364084190_2_0_0&highlighted_blocks=923574301_364084190_2_0_0&matching_block_id=923574301_364084190_2_0_0&sr_pri_blocks=923574301_364084190_2_0_0__82669&from=searchresults,"La Maja (3) ofrece wifi gratis y está en el centro de Madrid, a 10 min a pie de Plaza Mayor de Madrid y a 900 metros de Mercado de San Miguel. Este apartamento está a 14 min a pie de Estación de metro Gran Vía y a 1,2 km de Museo Thyssen-Bornemisza.

Este apartamento tiene aire acondicionado y cuenta con 1 dormitorio, TV de pantalla plana y cocina con microondas y fogones. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Museo Reina Sofía, Estación de tren de Atocha y Puerta del Sol. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 15 km."
Centric Creative Rooms,€ 545,"Puntuación: 6,56,5",https://www.booking.com/hotel/es/centric-creative-rooms.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=112&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099937&all_sr_blocks=1152198102_388010812_2_0_0&highlighted_blocks=1152198102_388010812_2_0_0&matching_block_id=1152198102_388010812_2_0_0&sr_pri_blocks=1152198102_388010812_2_0_0__54462&from=searchresults,"Centric Creative Rooms está en Madrid, a 700 metros del centro y a 9 min a pie de Plaza Mayor de Madrid, y ofrece alojamiento con equipamiento como wifi gratis y TV.

También hay nevera, horno y microondas en la cocina, además de cafetera.

Cerca del alojamiento hay puntos de interés como Mercado de San Miguel, Puerta del Sol y Puerta de Toledo. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 14 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
El Apartamento en Ópera Palacio Real,€ 1.051,"Puntuación: 9,29,2",https://www.booking.com/hotel/es/centrico-y-comodo-apto-en-opera-palacio-real.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=113&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099937&all_sr_blocks=796848001_360260868_2_0_0&highlighted_blocks=796848001_360260868_2_0_0&matching_block_id=796848001_360260868_2_0_0&sr_pri_blocks=796848001_360260868_2_0_0__105116&from=searchresults,"El Apartamento en Ópera Palacio Real se encuentra en el centro de Madrid, a solo 3 min a pie de Mercado de San Miguel y a 400 metros de Plaza Mayor de Madrid, y ofrece alojamiento con vistas a la ciudad y wifi gratis. Este apartamento está a 1,8 km de Puerta de Toledo y a 15 min a pie de Templo de Debod.

Este apartamento con aire acondicionado consta de 1 dormitorio, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Puerta del Sol, Estación de metro Plaza de España y Royal Palace of Madrid. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 14 km."
Intimate Studio in the heart of Madrid,€ 713,NA,https://www.booking.com/hotel/es/intimate-studio-in-the-heart-of-madrid.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=114&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099937&all_sr_blocks=1323017101_404971766_0_0_0&highlighted_blocks=1323017101_404971766_0_0_0&matching_block_id=1323017101_404971766_0_0_0&sr_pri_blocks=1323017101_404971766_0_0_0__71338&from=searchresults,"Intimate Studio in the heart of Madrid ofrece wifi gratis y está en el centro de Madrid, a 13 min a pie de Gran Vía y a 1,3 km de Estación de metro Gran Vía. Este apartamento está a 18 min a pie de Mercado de San Miguel y a 3 km de Museo Thyssen-Bornemisza.

Este apartamento tiene aire acondicionado y cuenta con 1 dormitorio, TV de pantalla plana y cocina.

Cerca del alojamiento hay puntos de interés como Estación de metro Plaza de España, Templo de Debod y Royal Palace of Madrid. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 18 km."
Hostal Palacio Madrid,€ 684,"Puntuación: 8,18,1",https://www.booking.com/hotel/es/hostal-regional.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=115&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099937&all_sr_blocks=19125307_88495315_0_0_0&highlighted_blocks=19125307_88495315_0_0_0&matching_block_id=19125307_88495315_0_0_0&sr_pri_blocks=19125307_88495315_0_0_0__68400&from=searchresults,"El Hostal Palacio Madrid está situado en el centro de Madrid, a solo 3 minutos a pie de la estación de metro de la Puerta del Sol.

El Hostal Palacio Madrid se encuentra a solo 8 minutos a pie del famoso Museo del Prado de Madrid. El célebre parque del Retiro está a un paseo de 15 minutos. La estación de metro de Sol ofrece un fácil acceso al resto de la ciudad.

Las habitaciones del Hostal Palacio Madrid disponen de aire acondicionado, escritorio, suelo de madera y baño privado con ducha y secador de pelo. Se ofrecen toallas y ropa de cama.

El establecimiento se encuentra junto a la plaza de Santa Ana, donde los huéspedes encontrarán una gran variedad de restaurantes y bares animados. La Plaza Mayor está a 10 minutos a pie. La estación de tren de Atocha se encuentra a 1,5 km, mientras que el aeropuerto de Barajas está a 19 km."
JC Rooms Santa Ana,€ 788,"Puntuación: 8,08,0",https://www.booking.com/hotel/es/jc-rooms-santa-ana.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=116&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099937&all_sr_blocks=26065402_88205632_0_0_0&highlighted_blocks=26065402_88205632_0_0_0&matching_block_id=26065402_88205632_0_0_0&sr_pri_blocks=26065402_88205632_0_0_0__78800&from=searchresults,"El JC Rooms ofrece habitaciones modernas con minibar gratuito, WiFi gratuita y ducha de hidromasaje a 200 metros de la Puerta del Sol, en Madrid. 

Las habitaciones del JC Rooms Santa Ana tienen aire acondicionado y están decoradas en colores vivos. Las habitaciones son temáticas, cada una basada una región diferente de España. Las habitaciones que dan a la calle disponen de balcón, mientras que otras tienen una ventana grande. Todas incluyen TV de pantalla plana y caja fuerte.

El hostal se encuentra a 5 minutos a pie de la plaza principal de Madrid, la Plaza Mayor, y a 8 minutos a pie de la plaza de España. El Museo del Prado está a 1 km. En las calles de los alrededores hay varios restaurantes tradicionales y bares de tapas."
Vincci Soho,€ 1.470,"Puntuación: 8,78,7",https://www.booking.com/hotel/es/vinccisoho.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=117&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099937&all_sr_blocks=9186101_0_2_0_0&highlighted_blocks=9186101_0_2_0_0&matching_block_id=9186101_0_2_0_0&sr_pri_blocks=9186101_0_2_0_0__146965&from_sustainable_property_sr=1&from=searchresults,"El Vincci Soho está ubicado en el centro histórico de Madrid, a solo 200 metros del Museo Thyssen-Bornemisza. Este hotel de diseño moderno ofrece habitaciones con TV de pantalla plana y WiFi básica.

Las habitaciones del Vincci Soho presentan una decoración característica en color rojo y negro. Todas las habitaciones están equipadas con aire acondicionado y caja fuerte.

El Vincci Soho sirve un desayuno buffet cada día a partir de las 05:00. El desayuno del hotel incluye productos para personas celíacas. El restaurante Nomad sirve tapas y platos creativos de la cocina tradicional. Durante los meses de verano, el almuerzo y la cena se sirven en el patio.

Los animados bares y restaurantes de la plaza de Santa Ana se encuentran a solo 100 metros, mientras que la Puerta del Sol queda a unos 400 metros. La estación de metro Antón Martín se halla a 300 metros."
Catalonia Puerta del Sol,€ 1.380,"Puntuación: 8,98,9",https://www.booking.com/hotel/es/cataloniamoratin.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=118&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099937&all_sr_blocks=9057505_194595402_0_2_0&highlighted_blocks=9057505_194595402_0_2_0&matching_block_id=9057505_194595402_0_2_0&sr_pri_blocks=9057505_194595402_0_2_0__138000&from_sustainable_property_sr=1&from=searchresults,"El Catalonia Puerta del Sol ocupa un edificio imponente del siglo XVIII situado en el centro histórico de Madrid, a solo unos minutos de la Puerta del Sol. Ofrece WiFi gratuita en todas las instalaciones.

El hotel está a 50 metros de la Puerta del Sol y de los principales restaurantes de tapas. Se halla a 15 minutos a pie del famoso Triángulo del Arte madrileño. La estación de tren de Atocha queda a 1 km.

Las habitaciones presentan una decoración elegante y disponen de aire acondicionado, suelo de parquet, baño privado, minibar y Smart TV de pantalla plana con dispositivo Chromecast y canales vía satélite.

El restaurante del establecimiento Puerta del Sol sirve un desayuno buffet a diario (disponible hasta las 12:00 los fines de semana). El bar El Patio tiene terraza cubierta y ofrece aperitivos y bebidas. También hay un patio con cúpulas de cristal.

Todas las habitaciones del hotel están equipadas con Smart TV con dispositivo Chromecast."
Salomé,€ 809,"Puntuación: 8,98,9",https://www.booking.com/hotel/es/pension-salome.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=119&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099937&all_sr_blocks=26071705_394947707_2_0_0&highlighted_blocks=26071705_394947707_2_0_0&matching_block_id=26071705_394947707_2_0_0&sr_pri_blocks=26071705_394947707_2_0_0__80925&from=searchresults,"Salomé se encuentra en el centro de Madrid, a 7 min a pie de Gran Vía, ydispone de habitaciones con aire acondicionado y wifi gratis. El alojamiento está cerca de varios lugares de interés destacados, a unos 4 min a pie de Estación de metro Plaza de España, a 1,1 km de Templo de Debod y a 12 min a pie de Royal Palace of Madrid. Este alojamiento libre de humo está a 9 min a pie de Estación de metro Gran Vía.

Todas las habitaciones de este alojamiento están equipadas con TV. En el hostal o pensión, las habitaciones cuentan con ropa de cama y toallas.

Cerca del alojamiento hay puntos de interés como Museo Thyssen-Bornemisza, Mercado de San Miguel y Plaza Mayor de Madrid. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 18 km."
Catalonia Plaza Mayor,€ 1.290,"Puntuación: 9,09,0",https://www.booking.com/hotel/es/catalonia-plaza-mayor.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=120&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099937&all_sr_blocks=26609604_380825966_0_42_0&highlighted_blocks=26609604_380825966_0_42_0&matching_block_id=26609604_380825966_0_42_0&sr_pri_blocks=26609604_380825966_0_42_0__129000&from_sustainable_property_sr=1&from=searchresults,"El elegante Catalonia Plaza Mayor, que se encuentra en el centro de Madrid, está a 600 m de la plaza Mayor y a 10 minutos a pie de los museos del Prado y Thyssen-Bornemisza. Cuenta con gimnasio, bañera de hidromasaje y WiFi gratuita.

Las habitaciones están decoradas en tonos neutros y cuentan con muebles modernos y TV de pantalla plana. El baño es privado e incluye secador de pelo.

Los fines de semana, el Hotel Catalonia Plaza Mayor sirve un desayuno buffet hasta las 12:00.

El establecimiento se encuentra a solo 200 metros de los populares bares de tapas y restaurantes de la plaza Santa Ana. La estación de metro de Antón Martín queda a 300 metros del establecimiento, y la estación de tren de Atocha está a 1 km. El parque de El Retiro está a 15 minutos a pie.
Todas las habitaciones del hotel tienen Smart TV con Chromecast."
Eurostars Central,€ 981,"Puntuación: 8,48,4",https://www.booking.com/hotel/es/exe-central.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=121&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099937&all_sr_blocks=118799501_91476819_2_2_0&highlighted_blocks=118799501_91476819_2_2_0&matching_block_id=118799501_91476819_2_2_0&sr_pri_blocks=118799501_91476819_2_2_0__98102&from_sustainable_property_sr=1&from=searchresults,"El moderno Eurostars Central está situado en el centro de Madrid, a 250 metros de la estación de metro de Tribunal, y cuenta con un centro de fitness y un bar. Además, ofrece habitaciones elegantes con aire acondicionado y WiFi gratuita.

Todas las habitaciones disponen de TV de pantalla plana vía satélite, minibar y baño privado con secador de pelo y artículos de aseo gratuitos.

El Eurostars Central alberga una recepción abierta las 24 horas y el personal puede proporcionar información turística de Madrid. El establecimiento se encuentra a unos 5 minutos a pie de una zona con gran variedad de restaurantes de moda, bares y tiendas.

El hotel está a 15 minutos a pie del parque del Retiro y de la Puerta del Sol y a 20 minutos a pie del Museo del Prado."
Apartamentos Centro Jardines,€ 832,"Puntuación: 8,38,3",https://www.booking.com/hotel/es/apartamentos-centro-jardines.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=122&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099937&all_sr_blocks=893574001_359760550_2_0_0&highlighted_blocks=893574001_359760550_2_0_0&matching_block_id=893574001_359760550_2_0_0&sr_pri_blocks=893574001_359760550_2_0_0__83220&from=searchresults,"Apartamentos Centro Jardines ofrece alojamiento con wifi gratis, zona de cocina, nevera, microondas y tostadora a 400 metros del centro de Madrid.

Todas las unidades incluyen aire acondicionado, TV de pantalla plana, lavadora y cafetera.

Cerca del alojamiento hay puntos de interés como Estación de metro Gran Vía, Gran Vía y Museo Thyssen-Bornemisza. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 13 km."
