Name,Price,Score,Description
Hola Madrid,€ 697,8.2,"Este apartamento con aire acondicionado se encuentra en Madrid, a 200 metros de la Puerta del Sol.

Hay una zona de comedor y una cocina completa con horno, microondas y lavadora. Incluye secadora de ropa y TV de pantalla plana.

El establecimiento se encuentra en pleno centro de Madrid, a poca distancia a pie de varios supermercados, bares y restaurantes. La Latina se encuentra a 13 minutos a pie del Hola Madrid.

El Hola Madrid se encuentra a 600 metros de la Plaza Mayor y a 900 metros del Paseo del Prado. El aeropuerto Adolfo Suárez Madrid-Barajas está a 13 km."
Hostal Palacio Madrid,€ 387,8.1,"El Hostal Palacio Madrid está situado en el centro de Madrid, a solo 3 minutos a pie de la estación de metro de la Puerta del Sol.

El Hostal Palacio Madrid se encuentra a solo 8 minutos a pie del famoso Museo del Prado de Madrid. El célebre parque del Retiro está a un paseo de 15 minutos. La estación de metro de Sol ofrece un fácil acceso al resto de la ciudad.

Las habitaciones del Hostal Palacio Madrid disponen de aire acondicionado, escritorio, suelo de madera y baño privado con ducha y secador de pelo. Se ofrecen toallas y ropa de cama.

El establecimiento se encuentra junto a la plaza de Santa Ana, donde los huéspedes encontrarán una gran variedad de restaurantes y bares animados. La Plaza Mayor está a 10 minutos a pie. La estación de tren de Atocha se encuentra a 1,5 km, mientras que el aeropuerto de Barajas está a 19 km."
Hostal Atocha Almudena Martín,€ 349,7.7,"El Hostal Atocha Almudena Martín se encuentra a 100 metros de la estación de metro Antón Martín y a 5 minutos a pie de la Puerta del Sol. Ofrece habitaciones con aire acondicionado, conexión WiFi gratuita y baño privado.

Las habitaciones cuentan con suelos de madera o de baldosas y con TV de pantalla plana. Las habitaciones también tienen calefacción, caja fuerte gratuita, secador de pelo y café y té gratuitos.

El Hostal Atocha Almudena Martín se encuentra a poca distancia a pie de muchos lugares de interés destacados de Madrid. El Museo del Prado está a solo 10 minutos a pie. 

El Hostal Atocha Almudena Martín cuenta con servicio de atención al cliente 24 horas y mostrador de información turística. Se ofrece servicio de consigna de equipaje sin cargo adicional el día de salida. Además, hay aparcamiento disponible en las inmediaciones por un suplemento."
Apartamentos Cava Baja,€ 612,9.1,"Los APARTAMENTOS CAVA BAJA se encuentran en Madrid, a 900 metros de la Puerta de Toledo, y ofrecen alojamiento con WiFi gratuita, zona de estar y cocina.

Todos los alojamientos cuentan con baño privado, aire acondicionado, TV y microondas. Hay tostadora, nevera y cafetera.

La Plaza Mayor se encuentra a 300 metros del apartamento, mientras que la Puerta del Sol está a 600 metros. El aeropuerto Adolfo Suárez Madrid-Barajas está a 25 km."
,,,
Gran Hotel Inglés - The Leading Hotels of the World,€ 1.446,9.3,"El Gran Hotel Inglés - The Leading Hotels of the World está ubicado en el Barrio de las Letras, un edificio del siglo XIX, y ofrece alojamiento de 5* a 300 metros de la Puerta del Sol y a solo 600 metros de los principales museos.

Las habitaciones presentan una decoración elegante que recuerda a su estilo original art decó. Disponen de zona de estar y TV de pantalla plana.

Se sirve un desayuno buffet a la carta con platos fríos y calientes.

El bar de cócteles LobByto, ubicado en el vestíbulo del hotel, también sirve comida.

El Gran Hotel Inglés - The Leading Hotels of the World también ofrece instalaciones para negocios, como salas de conferencias o reuniones. En el centro de bienestar se ofrecen diversos servicios. 

Se encuentra a solo 1 km del parque del Retiro y a 20 minutos a pie del Palacio Real.
El aeropuerto Adolfo Suárez Madrid-Barajas, situado a 13 km, es el más cercano."
THC Gran Via Hostel,€ 370,8.2,"El THC Gran Via Hostel se encuentra junto a la céntrica avenida Gran Vía de Madrid, a solo 600 metros de la Puerta del Sol. Ofrece habitaciones modernas con aire acondicionado, conexión WiFi gratuita, TV de pantalla plana y baño privado.

El personal de la recepción 24 horas puede ofrecerle información sobre Madrid. Asimismo, se ofrece una visita guiada gratuita por la ciudad en inglés y en español.

El establecimiento se encuentra a solo 3 minutos a pie del barrio de Chueca, famoso por su animada vida nocturna. Los bares de moda alternativos de Malasaña están a pocos pasos."
Apartamentos Libertad 24,€ 764,9.4,"Apartamentos Libertad 24 está en el centro de Madrid, a 7 min a pie de Estación de metro Gran Vía y a 800 metros de Museo Thyssen-Bornemisza, y ofrece alojamiento con wifi gratis y zona de estar.

El alojamiento tiene aire acondicionado, cocina totalmente equipada y con zona de comedor, TV de pantalla plana y baño privado con ducha, artículos de aseo gratuitos y secador de pelo. También hay nevera, lavavajillas y horno, además de cafetera.

Cerca del alojamiento hay puntos de interés como Gran Vía, Parque de El Retiro y Museo Reina Sofía. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 12 km."
"Exclusive quietness in the heart of Madrid with Public Parking, Breakfast, 2 bathrooms",€ 1.462,9.0,"Exclusive quietness in the heart of Madrid with Public Parking, Breakfast, 2 bathrooms se encuentra a 900 metros del centro de Madrid y a 6 min a pie de Museo Reina Sofía. Ofrece alojamiento tienen aire acondicionado, patio, restaurante y bar. Hay wifi gratis.

El apartamento ofrece zona de estar con TV de pantalla plana y baño privado con artículos de aseo gratuitos, secador de pelo y ducha. También se ofrece nevera, microondas y tostadora en la cocina, además de cafetera.

Se puede practicar senderismo, esquí y ciclismo en la zona, y hay casino en el propio alojamiento.

Cerca del alojamiento hay puntos de interés como Estación de tren de Atocha, Plaza Mayor de Madrid y Mercado de San Miguel. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 14 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
Letoh Letoh Gran Vía,€ 493,8.8,"Letoh Letoh Gran Vía, que está a 11 min a pie de Estación de metro Gran Vía y a pocos pasos de Estación de metro Plaza de España, ofrece habitaciones con aire acondicionado y baño privado en Madrid. El alojamiento está a unos 9 min a pie de Templo de Debod, a 600 metros de Royal Palace of Madrid y a 1,8 km de Museo Thyssen-Bornemisza. El alojamiento está a 700 metros del centro de la ciudad y a 9 min a pie de Gran Vía.

Las habitaciones de este alojamiento tienen baño privado con ducha y secador de pelo, además de wifi gratis. Algunas habitaciones cuentan con vistas a la ciudad. En el hotel, las habitaciones disponen de ropa de cama y toallas.

Hay centro de negocios y mostrador de información turística con servicios de venta de entradas y de organización de tours. En la recepción, el personal habla inglés, español, francés y italiano.

Cerca del alojamiento hay puntos de interés como Mercado de San Miguel, Plaza Mayor de Madrid y Puerta del Sol. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 19 km."
Chueca Modern Apartment,€ 572,8.9,"Chueca Modern Apartment ofrece alojamiento con aire acondicionado en el centro de Madrid, a 6 min a pie de Estación de metro Gran Vía, a 500 metros de Gran Vía y a 16 min a pie de Museo Thyssen-Bornemisza. Hay wifi gratis en todo el alojamiento.

Cada unidad cuenta con cocina totalmente equipada con mesa de comedor, TV de pantalla plana con canales por cable y baño privado con ducha, artículos de aseo gratuitos y secador de pelo. También se ofrece nevera, microondas y fogones, además de cafetera y hervidor.

Cerca del alojamiento hay puntos de interés como Estación de metro Plaza de España, Templo de Debod y Royal Palace of Madrid. El aeropuerto más cercano (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 13 km del alojamiento."
Hostal Victoria II,€ 427,8.1,"El Hostal Victoria II se encuentra junto a las tiendas, bares y restaurantes de la Puerta del Sol. Ofrece habitaciones luminosas con conexión Wi-Fi gratuita y recepción 24 horas. Está muy bien comunicado con los numerosos lugares de interés de Madrid.

Todas las habitaciones del Hostal Victoria II son de estilo clásico y tienen aire acondicionado, nevera y TV vía satélite. Cuentan con baño privado con artículos de aseo gratuitos. Algunas disponen de balcón.

La Gran Vía se encuentra a 5 minutos a pie del Victoria II. La Plaza Mayor está a 400 metros.

El triángulo del arte, con el famoso Museo del Prado, queda a 20 minutos a pie. El parque del Retiro está a 1,5 km.

La estación de metro de Puerta del Sol está a 60 metros y la estación de tren de Atocha, a 3 paradas. El aeropuerto internacional de Barajas se encuentra a 30 minutos en metro."
7 Islas Hotel,€ 554,8.8,"El 7 Islas Hotel está situado a 200 metros de la Gran Vía de Madrid. Ofrece WiFi gratis y habitaciones elegantes con aire acondicionado y baño de mármol con artículos de aseo. Algunas también tienen terraza.

El hotel alberga una cafetería y en la zona de Chueca y la Gran Vía hay numerosas tiendas, bares y restaurantes.

El 7 Islas Hotel está a 10 minutos a pie del Museo Thyssen-Bornemisza y a 15 minutos del famoso Museo del Prado. La estación de metro Gran Vía se encuentra a solo 200 metros."
Loft las letras,€ 561,8.1,"Loft las letras se encuentra en el centro de Madrid, a 17 min a pie de Parque de El Retiro y a 900 metros de Museo Reina Sofía, y ofrece alojamiento con wifi gratis y zona de estar.

El alojamiento tiene aire acondicionado, cocina totalmente equipada y con zona de comedor, TV de pantalla plana y baño privado con ducha y secador de pelo. También se ofrece nevera, microondas y fogones, además de cafetera y hervidor.

Cerca del alojamiento hay puntos de interés como Estación de tren de Atocha, Museo Thyssen-Bornemisza y Estación de metro Gran Vía. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 13 km."
Apartamento en Madrid,€ 492,7.8,"Apartamento en Madrid está en el centro de Madrid, a 6 min a pie de Plaza Mayor de Madrid y a 600 metros de Mercado de San Miguel, y ofrece alojamiento con wifi gratis y zona de estar.

El alojamiento tiene aire acondicionado, cocina totalmente equipada y con zona de comedor, TV de pantalla plana y baño privado con ducha, artículos de aseo gratuitos y secador de pelo. También hay nevera, horno y microondas, además de cafetera y hervidor.

Cerca del alojamiento hay puntos de interés como Puerta del Sol, Museo Reina Sofía y Estación de metro Plaza de España. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 14 km."
La Casa de Postas,€ 502,6.8,"La Casa de Postas ofrece alojamiento con aire acondicionado en el centro de Madrid, a 2 min a pie de Puerta del Sol, a 400 metros de Mercado de San Miguel y a 2 min a pie de Plaza Mayor de Madrid. Se ofrece wifi gratis en todo el alojamiento.

El apartamento ofrece balcón, vistas a la ciudad, zona de estar, TV de pantalla plana, cocina totalmente equipada con nevera y microondas, y baño privado con ducha y secador de pelo. También hay fogones y tostadora, además de cafetera y hervidor.

Cerca del alojamiento hay puntos de interés como Estación de metro Plaza de España, Puerta de Toledo y Royal Palace of Madrid. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 15 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
Soho Boutique Opera,€ 710,8.3,
Hola Rooms,€ 410,8.5,"Hola Rooms se encuentra en Madrid, a 8 min a pie de Mercado de San Miguel, y ofrece mostrador de información turística y wifi gratis en todo el alojamiento. El alojamiento está cerca de varios lugares de interés destacados, a unos 9 min a pie de Puerta del Sol, a 1,2 km de Puerta de Toledo y a 12 min a pie de Museo Reina Sofía. El alojamiento está a 600 metros del centro de la ciudad y a 8 min a pie de Plaza Mayor de Madrid.

En el hostal o pensión, las habitaciones cuentan con escritorio. Las habitaciones del alojamiento tienen baño privado con ducha y artículos de aseo gratuitos, además de TV de pantalla plana y aire acondicionado. Algunas de las habitaciones están equipadas con patio. En Hola Rooms, cada habitación está equipada con ropa de cama y toallas.

Cerca del alojamiento hay puntos de interés como Estación de tren de Atocha, Royal Palace of Madrid y Estación de metro Gran Vía. El aeropuerto más cercano (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 14 km del alojamiento."
Hotel Regina,€ 875,9.3,"El Regina goza de una ubicación idónea en el corazón de Madrid, junto a la famosa Puerta del Sol y a 100 metros de la estación de metro de Sevilla. Ofrece desayunos abundantes y WiFi gratuita.

El Regina dispone de habitaciones modernas y elegantes con aire acondicionado y TV con canales vía satélite y de pago. Cuentan con escritorio amplio y un baño privado con artículos de aseo gratuitos.

El restaurante Castizo sirve cocina mediterránea elaborada con ingredientes locales de temporada. El restaurante también tiene una bodega con diferentes tipos de vinos.

El Regina está situado en un lugar idóneo para visitar los lugares de interés más populares de Madrid. El Museo del Prado y el Museo Thyssen están a poca distancia a pie."
Hostal Besaya,€ 400,8.5,"El Hostal Besaya está situado en la Gran Vía de Madrid, a 5 minutos a pie de la Puerta del Sol. Ofrece elegantes habitaciones con conexión inalámbrica a internet gratuita y TV de pantalla plana.

Cada una de las habitaciones del Besaya está equipada con calefacción, aire acondicionado y TV.

La sala de estar del Hostal Besaya ofrece magníficas vistas a Madrid. Aquí encontrará varias máquinas expendedoras, así como un ordenador para el uso de los huéspedes.

Recepción 24 horas con mostrador de información turística a su disposición. Se pueden organizar visitas y excursiones."
Ibis Styles Madrid Centro Maravillas,€ 530,8.7,"El Ibis Styles Madrid Centro Maravillas está ubicado en el famoso barrio madrileño de Malasaña, a 250 metros de la plaza del Dos de Mayo y a 5 minutos en coche del distrito financiero de Colón. Además, se halla a 2 minutos a pie de la estación de metro Bilbao.

Las habitaciones del Ibis Styles Madrid Centro Maravillas están orientadas hacia el exterior y presentan una decoración moderna y funcional. Asimismo, disponen de aire acondicionado, wifi gratuito de alta velocidad, suelo de madera y TV de pantalla plana con canales internacionales vía satélite. El baño privado incluye ducha y secador de pelo.

El bar y la recepción del Ibis Styles Madrid Centro Maravillas están abiertos las 24 horas. El bar cafetería ofrece una gran variedad de platos fríos y calientes.

El Ibis Styles El Madrid Centro Maravillas está rodeado de numerosos restaurantes y bares de tapas. Se encuentra a 1,5 km de la Puerta del Sol y a 20 minutos a pie del Paseo del Prado y el Museo Thyssen Bornemisza. El aeropuerto Adolfo Suárez Madrid-Barajas queda a 20 minutos en coche."
Hostal Art Madrid,€ 461,8.9,"El Hostal Art Madrid está situado en el centro de Madrid, a unos 250 metros de la Plaza Mayor. Ofrece habitaciones con aire acondicionado y TV de pantalla plana, además de WiFi gratuita en todas las instalaciones.

Todas las habitaciones del Hostal Art disponen de baño privado con artículos de aseo y secador de pelo.

El Hostal Art Madrid cuenta con recepción abierta las 24 horas y mostrador de información turística. También hay un servicio de seguridad las 24 horas.

El hostal Art Madrid está situado en el animado barrio madrileño de La Latina. La estación de metro Tirso de Molina está a 50 metros."
Marina Rooms,€ 392,8.3,"Marina Rooms se encuentra en Madrid, a 14 min a pie de Museo Reina Sofía, y ofrece mostrador de información turística y wifi gratis en todo el alojamiento. El alojamiento está a unos 11 min a pie de Museo Thyssen-Bornemisza, a 600 metros de Gran Vía y a 7 min a pie de Plaza Mayor de Madrid. El alojamiento está a 7 min a pie de Estación de metro Gran Vía y a 300 metros del centro de la ciudad.

En el hostal o pensión, todas las habitaciones están equipadas con escritorio. Todas las unidades del alojamiento tienen baño privado con ducha y artículos de aseo gratuitos, además de TV de pantalla plana y aire acondicionado. Algunas habitaciones tienen balcón. Todas las habitaciones incluyen armario.

Cerca del alojamiento hay puntos de interés como Mercado de San Miguel, Puerta de Toledo y Estación de metro Plaza de España. El aeropuerto más cercano (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 13 km del alojamiento."
Madrid Private Rooms - Ferrer,€ 255,8.5,"Madrid Private Rooms - Ferrer se encuentra en el centro de Madrid, a 11 min a pie de Estación de metro Gran Vía, yofrece habitaciones con aire acondicionado y wifi gratis. Este alojamiento está muy cerca de lugares de interés como Estación de metro Plaza de España, Museo Thyssen-Bornemisza y Royal Palace of Madrid. Este alojamiento libre de humo se encuentra a 9 min a pie de Gran Vía.

En el albergue, cada habitación tiene escritorio. Las habitaciones incluyen baño compartido, secador de pelo y ropa de cama.

Cerca del alojamiento hay puntos de interés como Templo de Debod, Mercado de San Miguel y Plaza Mayor de Madrid. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 18 km."
Suite Prado,€ 680,8.8,"Este hotel ofrece una ubicación muy céntrica en la ciudad, cerca del Teatro Español y del Triángulo de Oro de las Artes de Madrid, que engloba los museos del Prado, Thyssen y Reina Sofía. La Puerta del Sol queda a solo 5 minutos a pie.

El establecimiento Suite Prado cuenta con apartamentos amplios y lujosos con cocina y zona de dormitorio con salón. Los huéspedes pueden preparar su propia comida antes de salir a disfrutar de la ciudad.

Todos los apartamentos del establecimiento Suite Prado incluyen WiFi gratuita. El desayuno continental se sirve en las habitaciones.

El establecimiento Suite Prado se encuentra a poca distancia a pie de muchos de los principales lugares de interés de la ciudad. Hay recepción 24 horas."
Petit Palace Posada del Peine,€ 794,8.5,"El Petit Palace Posada del Peine está ubicado en un edificio histórico del siglo XVII y es el hotel más antiguo de España. Ofrece WiFi gratis en todas las instalaciones. Se encuentra junto a la Plaza Mayor y la animada Plaza Santa Ana está a 650 metros.

Las elegantes habitaciones de este hotel de diseño incluyen TV de pantalla plana, minibar y caja fuerte para ordenador portátil.

El hotel ofrece el uso gratuito de bicicletas, sujeto a disponibilidad.

Puede caminar hasta la Puerta del Sol en 2 minutos y el Triángulo del Arte de la ciudad está a 15 minutos a pie de la Posada del Peine. El Palacio Real, la Catedral de Madrid y la principal zona comercial de la ciudad están a 10 minutos a pie."
Natura LifeStyle Hotel Gran Via,€ 455,7.7,"Natura LifeStyle Hotel Gran Via es un alojamiento muy bien situado en Madrid que ofrece habitaciones con aire acondicionado y wifi gratis, parking privado y servicio de habitaciones. El alojamiento está a 6 min a pie de Gran Vía y a 700 metros de Estación de metro Gran Vía, y ofrece jardín y bar. El hotel dispone de bañera de hidromasaje y recepción 24 horas.

Las habitaciones de este alojamiento están equipadas con hervidor. Cada habitación tiene baño privado con artículos de aseo gratuitos, algunas ofrecen balcón y otras también ofrecen vistas a la ciudad. En el hotel, las habitaciones cuentan con TV de pantalla plana y caja fuerte.

En Natura LifeStyle Hotel Gran Via se puede disfrutar de un desayuno continental.

Cerca del alojamiento hay puntos de interés como Estación de metro Plaza de España, Templo de Debod y Royal Palace of Madrid. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 18 km."
Apartamento al lado de Gran Via - Pink,€ 715,9.1,"Apartamento al lado de Gran Via - Pink está en el centro de Madrid, a 3 min a pie de Estación de metro Gran Vía y a 200 metros de Gran Vía, y ofrece alojamiento con wifi gratis.

El alojamiento tiene aire acondicionado, cocina totalmente equipada y con zona de comedor, TV de pantalla plana y baño privado con ducha, artículos de aseo gratuitos y secador de pelo. También hay nevera, horno y microondas, además de hervidor.

Cerca del alojamiento hay puntos de interés como Museo Thyssen-Bornemisza, Estación de metro Plaza de España y Museo Reina Sofía. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 13 km."
Sunny n quiet Penthouse in the center.Ático centro,€ 402,8.3,"Sunny n quiet Penthouse in the center.Ático centro ofrece wifi gratis y se encuentra en el centro de Madrid, a 11 min a pie de Puerta de Toledo y a 1,1 km de Estación de tren de Atocha. Este apartamento tiene acceso a una cocina totalmente equipada.

El apartamento tiene TV de pantalla plana.

Cerca del alojamiento hay puntos de interés como Museo Reina Sofía, Mercado de San Miguel y Plaza Mayor de Madrid. El aeropuerto más cercano (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 15 km."
THC Bergantin Hostel,€ 395,8.3,"El THC Bergantin Hostel se encuentra en la famosa Puerta del Sol de Madrid. Ofrece habitaciones elegantes y modernas decoradas en tonos neutros y con suelo de madera. Hay WiFi gratuita en todas las instalaciones.

Las habitaciones del THC Bergantin disponen de aire acondicionado y calefacción. Incluyen baño privado.

El Bergantin Hostel goza de una ubicación céntrica, a unos 10 minutos a pie de los museos Prado, Reina Sofía y Thyssen-Bornemisza. En las inmediaciones hay otros lugares de interés, como el Palacio Real.

En los alrededores del Bergantin Hostel hay muchos restaurantes y bares. La estación de metro Sol está a solo 200 metros."
CHUECA Apartamentos Noxi,€ 346,7.7,"CHUECA Apartamentos Noxi se encuentra en el centro de Madrid, a 10 min a pie de Estación de metro Gran Vía y a 900 metros de Gran Vía, y ofrece alojamiento con wifi gratis.

El alojamiento tiene aire acondicionado, cocina totalmente equipada y con zona de comedor, TV de pantalla plana y baño privado con ducha y secador de pelo. También se ofrece nevera, microondas y fogones, además de cafetera.

Cerca del alojamiento hay puntos de interés como Museo Thyssen-Bornemisza, Parque de El Retiro y Templo de Debod. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 12 km."
Pestana Plaza Mayor Madrid,€ 726,9.0,"Este alojamiento se encuentra a menos de 1 km del mercado de San Miguel y a 13 minutos a pie de la Puerta de Toledo. Dispone de terraza y bar. Hay recepción 24 horas, spa y WiFi gratuita.

Las habitaciones de este hotel disponen de escritorio y TV de pantalla plana. El baño privado cuenta con ducha, artículos de aseo gratuitos y secador de pelo. Los alojamientos del establecimiento Pestana Plaza Mayor Madrid están equipados con aire acondicionado y armario.

Se sirve un desayuno buffet a diario.

El establecimiento Pestana Plaza Mayor Madrid está situado en la Plaza Mayor, a 1,1 km del Museo Thyssen-Bornemisza. El aeropuerto Adolfo Suárez Madrid-Barajas se encuentra a 13,8 km."
Aspasios Calle Mayor Apartments,€ 492,9.0,"El Aspasios Calle Mayor Apartments ofrece alojamientos independientes en el centro histórico de Madrid, a 200 metros de la plaza Mayor. El establecimiento presenta interiores de estilo rústico en colores claros y cuenta con conexión WiFi gratuita en todas sus instalaciones.

Los estudios y apartamentos disponen de aire acondicionado, cocina o zona de cocina y baño privado con ducha y artículos de aseo gratuitos. Los apartamentos también incluyen zona de estar y TV de pantalla plana.

El Aspasios Calle Mayor Apartments está a 450 metros de la estación de metro de Puerta del Sol y a 10 minutos a pie del Palacio Real."
Mercure Madrid Centro,€ 565,8.4,"El Mercure Madrid Centro goza de una ubicación excelente frente al Museo del Prado, en el centro de Madrid, y ofrece habitaciones elegantes con aire acondicionado, WiFi gratuita y TV vía satélite.

El Museo Thyssen-Bornemisza está situado a solo 300 metros, mientras que la estación de tren de Atocha se encuentra a solo 10 minutos a pie. La estación de metro más cercana es la de Antón Martín, situada a unos 350 metros.

Este hotel tranquilo y acogedor ofrece habitaciones con una decoración inspirada en la historia de España.

El establecimiento sirve un desayuno buffet con platos calientes hasta las 11:30. También hay una pequeña sala de reuniones.

La recepción del Mercure Madrid Centro está abierta las 24 horas. El vestíbulo cuenta con un terminal con conexión a internet gratuita."
"Hotel Madrid Plaza de España, Affiliated by Meliá",€ 569,8.1,"Este moderno hotel se encuentra en la Gran Vía de Madrid, a 100 metros de la plaza de España y a 10 minutos a pie de la Puerta del Sol y de la plaza del Callao. La Plaza Mayor queda a 12 minutos a pie. El Hotel Madrid Plaza España, managed by Meliá ofrece acceso gratuito a un gimnasio bien equipado.

Las habitaciones del Hotel Madrid Plaza España, managed by Meliá disponen de aire acondicionado/calefacción (según la temporada), TV y conexión gratuita a internet. Cada alojamiento tiene baño privado con artículos de aseo (disponibles bajo petición).

El Hotel Madrid Plaza España presenta un diseño moderno y ofrece una ubicación céntrica con varias tiendas, bares y parques en los alrededores. El hotel se encuentra a 5 minutos a pie de La Almudena y a 10 minutos a pie del Teatro Real y del Templo de Debod. El Triángulo del Arte queda a 6,7 km.

El hotel alberga un comedor elegante con vistas a la Gran Vía. En este comedor, se sirve un desayuno buffet variado. Hay aparcamiento público detrás del hotel. Los huéspedes tienen acceso gratuito a un gimnasio bien equipado.

El hotel dispone de parking concertado (con cargo y pago con tarjeta de crédito), a pocos metros del hotel."
Hostal Sun Gate,€ 531,9.1,"Hostal Sun Gate se encuentra en el barrio de Centro de Madrid, en Madrid. Ofrece alojamiento de 2 estrellas y habitaciones con wifi gratis. El alojamiento está a 7 min a pie de Gran Vía, a 200 metros de Puerta del Sol y a 7 min a pie de Plaza Mayor de Madrid. El alojamiento está a 300 metros del centro de la ciudad y a 6 min a pie de Estación de metro Gran Vía.

En el hostal o pensión, cada habitación incluye escritorio. Las habitaciones del alojamiento tienen baño privado con ducha y artículos de aseo gratuitos, además de TV de pantalla plana y aire acondicionado. Algunas habitaciones están equipadas con balcón. En Hostal Sun Gate, cada habitación está equipada con ropa de cama y toallas.

Cerca del alojamiento hay puntos de interés como Museo Reina Sofía, Estación de tren de Atocha y Museo Thyssen-Bornemisza. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 13 km."
Loft Atocha 43,€ 850,8.6,"Loft Atocha 43 es un alojamiento muy bien ubicado en el centro de Madrid que ofrece patio. Hay wifi gratis en todo el alojamiento y parking privado en el propio alojamiento.

Este apartamento con aire acondicionado consta de 2 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 2 baños con ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Plaza Mayor de Madrid, Mercado de San Miguel y Puerta del Sol. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 13 km."
Hostal Sol Square Madrid,€ 508,8.7,"El Hostal Sol Square Madrid se encuentra en Madrid, a 400 metros de la Puerta del Sol, y ofrece WiFi gratuita. Se facilita aparcamiento privado por un suplemento.

Todas las habitaciones disponen de TV de pantalla plana con canales vía satélite y baño privado.

La recepción está abierta las 24 horas.

El Hostal Sol Square Madrid se halla a 500 metros de la Plaza Mayor, a 600 metros de la Fnac y a 14 km del aeropuerto Adolfo Suárez Madrid-Barajas."
Room Gran Vía Apartments,€ 418,8.0,"El Room Gran Via Apartments está bien comunicado con el transporte público y ofrece estudios con calefacción y conexión Wi-Fi gratuita. Los estudios están a 200 metros de la plaza de España y a 10 minutos a pie de la Puerta del Sol.

Los estudios presentan un diseño moderno y funcional y disponen de TV de pantalla plana. Los estudios disponen de cocina totalmente equipada con microondas, cafetera y nevera. Se proporcionan toallas, ropa de cama y secador de pelo.

El Room Gran Via Apartments está rodeado de una gran variedad de tiendas, bares, restaurantes y supermercados. En el barrio de La Latina, a 18 minutos a pie, hay varios bares que sirven tapas tradicionales fantásticas.

El Museo del Prado y el Museo Nacional Reina Sofía están a menos de 30 minutos a pie. El aeropuerto de Barajas Madrid está a 14 km."
Intelier Palacio San Martin,€ 616,8.8,"El elegante Palacio San Martín se encuentra en una tranquila calle peatonal del centro de Madrid. También está situado frente al precioso convento de las Descalzas Reales y a 5 minutos a pie de la Puerta del Sol.

Las habitaciones del Intur Palacio San Martín están insonorizadas y presentan una decoración de estilo clásico. También incluyen aire acondicionado, baño privado, TV y conexión Wi-Fi gratuita.

El restaurante del hotel sirve platos de cocina internacional creativa, mientras que el bar ofrece aperitivos y bebidas.

El Hotel Palacio San Martín cuenta con un impresionante vestíbulo de mármol y conserva el ascensor original. También dispone de gimnasio y zona de internet.

El Intur Palacio está a 200 metros de la Gran Vía, a solo 20 metros del centro comercial El Corte Inglés y a pocos minutos a pie de 3 estaciones de metro."
"Hotel Montera Madrid, Curio Collection By Hilton",€ 1.045,8.9,"Hotel Montera Madrid, Curio Collection By Hilton tiene piscina de temporada al aire libre, centro de fitness, terraza y restaurante en Madrid. Este hotel de 5 estrellas ofrece servicio de habitaciones y recepción 24 horas. El alojamiento está a 400 metros del centro de la ciudad y a pocos pasos de Estación de metro Gran Vía.

En el hotel, cada habitación cuenta con aire acondicionado, escritorio y TV de pantalla plana, y algunas también ofrecen balcón. Las unidades disponen de caja fuerte.

Hay opciones buffet o a la carta de desayuno disponibles todas las mañanas en Hotel Montera Madrid, Curio Collection By Hilton.

Cerca del alojamiento hay puntos de interés como Gran Vía, Museo Thyssen-Bornemisza y Estación de metro Plaza de España. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 12 km."
Apartamento Centro de Madrid Plaza Mayor JH,€ 447,8.2,"Apartamento Centro de Madrid Plaza Mayor JH se encuentra en el centro de Madrid, a poca distancia de Mercado de San Miguel y Puerta del Sol. Ofrece equipamiento como wifi gratis, aire acondicionado, tostadora y cafetera. Este apartamento está a 10 min a pie de Royal Palace of Madrid y a 1,3 km de Museo Reina Sofía.

El apartamento dispone de 1 dormitorio, TV con canales por cable, una cocina equipada con nevera y microondas, lavadora y 1 baño con ducha. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Plaza Mayor de Madrid, Estación de metro Plaza de España y Puerta de Toledo. El aeropuerto más cercano (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 14 km del alojamiento."
