Name,Price,Score,Description
Catalonia Roma,€ 433,8.4,"El Catalonia Roma se encuentra a 600 metros de la estación de Sants (AVE y metro). Ofrece WiFi gratuita. El centro de Barcelona queda a 10 minutos en metro o autobús.

Desde la estación de Sants, se puede tomar un tren directo al aeropuerto de Barcelona. La parada del autobús que lleva al aeropuerto también está fuera.

Las habitaciones son modernas y disponen de aire acondicionado, suelo de madera, TV vía satélite y nevera pequeña con agua gratuita. Hay caja fuerte, minibar y baño privado con secador de pelo.

El restaurante del hotel sirve un desayuno buffet. Se presta un servicio de habitaciones. También alberga un bar.

El hotel se encuentra a unos 15 minutos a pie de la plaza de España, de la Fuente Mágica de Montjuic y del Centro de Conferencias Fira.

La recepción del Catalonia Roma está abierta las 24 horas y cuenta con un gran tragaluz de estilo vidriera. Hay servicio de alquiler de coches y servicio de cambio de divisa.

Mascotas: Solo se admite 1 perro o gato de menos de 20 kg por habitación (bajo petición). Se debe abonar un suplemento de 22 EUR por animal y noche, además de un depósito de 200 EUR."
BCN Urbaness Hotels Del Comte,€ 372,7.6,"El Hotel Del Comte está situado en Barcelona, a 100 metros de la estación de metro de Urgell y a 15 minutos a pie de la Rambla y de la plaza de España. Ofrece habitaciones modernas con WiFi gratuita y TV de pantalla plana vía satélite.

Las habitaciones del hotel Del Comte presentan suelo de parquet y un diseño elegante. Están equipadas con aire acondicionado, escritorio y baño privado con secador de pelo.

El personal de la recepción del Del Comte Hotel, abierta las 24 horas, puede facilitar información turística sobre Barcelona.

Hay una parada de autobús a solo 3 minutos a pie del hotel Del Comte, que conecta con el aeropuerto de Barcelona-El Prat. Además, el establecimiento se encuentra a tan solo 2 paradas de metro de la plaça de Catalunya, la plaza principal de Barcelona."
Catalonia Barcelona 505,€ 408,8.5,"El Catalonia Barcelona 505 se encuentra en la zona Sant Gervasi de Barcelona y dispone de piscina exterior y de habitaciones amplias con WiFi gratuita. El centro está a 15 minutos de la estación de tren de El Putxet, situada a 400 metros.

El hotel está cerca de centros médicos importantes, como Dexeus, Barraquer y las clínicas Teknon y Sant Jordi, y está al lado del Tranvía Azul, con destino al teleférico del Tibidabo.

Las habitaciones tienen aire acondicionado, caja fuerte, minibar y TV vía satélite. Hay escritorio y baño privado con secador de pelo y artículos de aseo.

El restaurante C50&5 elabora cocina internacional, y hay bar y servicio de habitaciones.

La recepción está abierta las 24 horas y ofrece servicio de alquiler de coche. Desde el hotel es fácil llegar a la autopista B20, y el aparcamiento de las instalaciones está disponible por un suplemento."
Four Points by Sheraton Barcelona Airport,€ 275,8.7,"Four Points by Sheraton Barcelona Airport está en Barcelona, a 16 km de Fuente Mágica de Montjuïc, y dispone de alojamiento con piscina de temporada al aire libre, parking privado, centro de fitness y terraza. El alojamiento está a unos 16 km de Palau Sant Jordi, a 16 km de Camp Nou y a 18 km de Estación de tren de Sants. Se puede comer algo en el restaurante o tomar algo en el bar, y hay wifi gratis.

El hotel ofrece habitaciones con aire acondicionado, escritorio, caja fuerte, TV de pantalla plana y baño privado con ducha. En Four Points by Sheraton Barcelona Airport, las habitaciones incluyen ropa de cama y toallas.

En el alojamiento se puede disfrutar de un desayuno buffet.

En la recepción 24 horas se habla catalán, inglés, español y francés, y el personal está dispuesto a ayudar en cualquier momento.

Montjuïc está a 18 km del alojamiento, y Casa Batlló está a 18 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 5 km."
Hostalin Barcelona Passeig de Gracia,€ 369,7.4,"El Hostalin Barcelona se encuentra en el famoso Passeig de Gràcia de Barcelona, a 200 metros de La Pedrera. El establecimiento cuenta con recepción 24 horas y conexión WiFi gratuita. Las habitaciones están insonorizadas y disponen de aire acondicionado y calefacción.

Todas las habitaciones incluyen además TV de pantalla plana por cable, minibar, hervidor de agua, armario y baño privado con secador de pelo y artículos de aseo gratuitos. Las habitaciones superiores cuentan con balcón cubierto típico de Barcelona.

A disposición de los huéspedes del Hostalin Barcelona Passeig de Gràcia hay recepción 24 horas, servicio de venta de entradas, mostrador de información turística y consigna de equipaje."
Hotel Concordia Barcelona,€ 513,8.3,"El Hotel Concordia Barcelona está situado a 800 metros de la plaza de España y del Centro de Exposiciones Fira de Barcelona. Dispone de terraza solárium con piscina al aire libre y bar de cócteles en verano.

Las habitaciones del Hotel Concordia Barcelona, amplias y luminosas, presentan una decoración moderna y están equipadas con aire acondicionado. Todas las habitaciones disponen de conexión WiFi gratuita, TV de pantalla plana, caja fuerte, minibar y baño privado con artículos de aseo.

El restaurante Bistro Triple Sec del Concordia Barcelona es moderno y elegante y sirve cocina tradicional mediterránea. El desayuno buffet es variado e incluye distintas opciones saludables. También hay una cafetería y un bar de cócteles que abren todos los días. Cuenta con aparcamiento privado, disponible por un suplemento, y estación de carga de coches eléctricos.

El hotel está situado junto a la estación de Poble Sec, a 5 minutos en metro del puerto de Barcelona y de La Rambla, a la que también se puede llegar en 15 minutos a pie. Los autobuses directos al aeropuerto paran en la plaza de España, a 15 minutos a pie.

El aparcamiento privado está disponible por un suplemento."
Hostal Central Barcelona,€ 403,8.4,"Este alojamiento decorado en estilo clásico se encuentra en el centro de Barcelona, en el barrio modernista del Eixample, que data de finales del siglo XIX. Hay WiFi gratuita en todas las zonas.

Las habitaciones, renovadas en 2018, tienen suelo de madera, aire acondicionado, TV inteligente, caja fuerte gratuita y baño privado con secador de pelo profesional.

El Hostal Central Barcelona está situado a poca distancia a pie del centro de la ciudad, que alberga numerosos monumentos modernistas de Gaudí, como la Casa Batllò y La Pedrera.

El Hostal Central Barcelona ofrece alojamiento tranquilo y presenta una decoración interior artística y con encanto."
NH Sants Barcelona,€ 446,8.6,"El NH Sants Barcelona está situado a 400 metros de la estación de Sants de Barcelona y ofrece habitaciones modernas con aire acondicionado, wifi gratuita, TV de pantalla plana y baño privado.

El hotel tiene un restaurante que sirve cocina mediterránea fresca. Hay un bar cafetería de ambiente relajado. Los huéspedes también pueden disfrutar de un desayuno saludable. El restaurante permanece cerrado durante los meses de verano.

El NH Sants Barcelona se encuentra en una zona tranquila de Les Corts, el distrito financiero de Barcelona, a menos de 15 minutos en metro del centro de Barcelona. Se puede llegar al estadio de fútbol del FC Barcelona desde la estación de metro de Sants, situada a 300 metros."
La França Travellers Adults Only,€ 371,8.3,"La França Travellers se encuentra junto a Montjiuic, a 10 minutos a pie de la plaza de España y la Fira de Barcelona. Ofrece aparcamiento privado gratuito y conexión WiFi gratis. La recepción abre las 24 horas.

Este establecimiento solo para adultos presenta una decoración moderna y dispone de habitaciones con aire acondicionado y TV de pantalla plana vía satélite. También hay baño privado con secador de pelo y artículos de aseo gratuitos. Todas las suites tienen bañera de hidromasaje, mientras que algunas incluyen cama redonda.

En las calles de los alrededores hay varios bares y restaurantes.

A solo 500 metros hay una parada de autobús con servicios regulares al aeropuerto."
Acta Atrium Palace,€ 555,8.2,"Este hotel elegante se encuentra a 250 metros de la estación de metro y del bulevar Paseo de Gracia. Además, está a 5 minutos a pie de la plaza Cataluña y tiene WiFi gratuita. 

Las habitaciones del Acta Atrium Palace, modernas y elegantes, están ubicadas en un bonito edificio que data de 1888. Disponen de aire acondicionado, TV vía satélite y baño privado con artículos de aseo gratuitos y albornoz.

El servicio de habitaciones está disponible las 24 horas.

Las famosas Casa Batlló y La Pedrera de Gaudí están a 10 minutos a pie. Hay recepción 24 horas y mostrador de información turística con servicio de alquiler de coches. Hay aparcamiento público en la zona."
Axel TWO Barcelona 4 Sup - Adults Only,€ 381,8.3,
Hotel Condal,€ 383,7.5,"El Hotel Condal está situado a 50 metros de Las Ramblas y de la estación de metro Liceu y ofrece habitaciones con conexión WiFi gratuita y baño privado. Este hotel, ubicado en el Barrio Gótico de Barcelona, abrió sus puertas en 1850 y ofrece habitaciones con aire acondicionado o calefacción, según la temporada.

Las habitaciones del Condal presentan una decoración sencilla y tienen suelo de baldosa y TV de pantalla plana.

El bar cafetería del Hotel Condal sirve un desayuno continental a diario. En los alrededores hay numerosos restaurantes.

La recepción está abierta las 24 horas y el personal ofrece información sobre los lugares de interés de la ciudad, como el Museo MACBA y la catedral de Barcelona (a 10 minutos a pie). El Condal está a menos de 1 km del puerto deportivo Port Vell."
Pensión Villanueva,€ 223,7.2,"Pensión Villanueva es un alojamiento de 2 estrellas con una buena ubicación en Barcelona, cerca de Plaza Cataluña y de Portal del Ángel. El alojamiento se encuentra a 2,2 km de Platja de Sant Sebastià, a 2,2 km de Platja de Sant Miquel y a 2,2 km de Platja del Somorrostro. Hay wifi gratis y se ofrece parking privado por un suplemento.

En el hostal o pensión, todas las habitaciones están equipadas con armario. En Pensión Villanueva, todas las habitaciones disponen de ropa de cama y toallas.

Cerca del alojamiento hay puntos de interés como Teatro Tívoli, Palacio de la Música Catalana y Paseo de Gracia. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km."
Catalonia Sagrada Familia,€ 453,8.4,"El Catalonia Sagrada Familia se halla a 15 minutos a pie de la Sagrada Familia de Gaudí y a solo 300 metros de la estación de tren y metro del Clot. Cuenta con restaurante, gimnasio y piscina al aire libre de temporada.

El Catalonia Sagrada Familia presenta una bella decoración tradicional. Las habitaciones incluyen escritorio, nevera pequeña con agua gratuita y caja fuerte. Hay WiFi gratuita.
Todas las habitaciones del hotel están equipadas con Smart TV con la aplicación Chromecast.

El restaurante sirve un desayuno buffet, además de varios platos de la cocina catalana y mediterránea. También hay un bar y una cafetería que sirve bebidas y aperitivos todo el día.

El Catalonia Sagrada Familia presta servicio de alquiler de coches. El personal de la recepción 24 horas proporciona información turística sobre Barcelona. El hotel está a 200 metros de la Torre Agbar.

El centro de la ciudad queda a 4 paradas desde la estación de metro del Clot, donde también para el tren que lleva al aeropuerto."
Acta Splendid,€ 419,8.6,"El Acta Splendid está situado en el centro de Barcelona, a 5 minutos a pie de la plaza de Cataluña y de Las Ramblas. Dispone de recepción 24 horas y ofrece habitaciones con aire acondicionado, TV vía satélite y conexión WiFi gratuita.

El personal de la recepción del Hotel Splendid, abierta las 24 horas, podrá ayudar a reservar entradas para visitas guiadas, espectáculos en directo y otros eventos. También hay un ordenador en el vestíbulo que los huéspedes pueden utilizar de forma gratuita.

El establecimiento está a 450 metros (unos 7 minutos a pie) de un aparcamiento público y a 15 minutos a pie del Palau de la Música Catalana, un auditorio modernista declarado Patrimonio de la Humanidad por la UNESCO.

Se sirven desayunos sin gluten, bajo petición."
Hotel Acta Laumon,€ 406,8.2,"El moderno Hotel Acta Laumon se encuentra a 25 minutos en metro del centro de Barcelona y a solo 200 metros de la estación de metro Sagrera, en Sant Andreu.

Las habitaciones presentan una decoración elegante y disponen de aire acondicionado, TV de plasma, baño privado y El alojamiento tiene WiFi gratuita. Los apartamentos del Hotel Acta Laumon están situados justo enfrente y sus huéspedes tienen acceso a las instalaciones del hotel.

El hotel dispone de un amplio salón para descansar, trabajar o tomar un café.
Además, cuenta con máquinas expendedoras de aperitivos y bebidas disponibles las 24 horas.

El hotel ofrece servicios de información turística y de venta de entradas."
Gaudi Hotel,€ 490,8.3,"El Gaudi Hotel, situado a solo 50 metros de las famosas Ramblas de Barcelona, cuenta con una terraza en la azotea con vistas al Palau Güell y a la ciudad. Hay wifi gratuita.

Este hotel se encuentra a 300 metros de la estación de metro de Liceu y a poca distancia a pie de muchos de los lugares de interés de la ciudad. El mercado de la Boquería se encuentra a 450 metros, mientras que el puerto y el Barrio Gótico están a 10 minutos a pie.

Todas las habitaciones del Gaudi Hotel disponen de conexión wifi gratuita, aire acondicionado, baño privado y TV. También tienen suelo de madera y algunas ofrecen excelentes vistas a la ciudad o al Palau Güell.

El restaurante del Gaudi Hotel sirve un desayuno buffet americano. También hay un bar.

Este hotel cuenta con recepción 24 horas y parking junto al hotel."
Ibis Barcelona Plaza Glòries 22@,€ 364,8.3,"El Ibis Barcelona Plaza Glòries 22@ se encuentra en el distrito de Glòries de Barcelona, a 500 metros de la Torre Agbar. Ofrece centro de fitness, bar abierto las 24 horas y habitaciones insonorizadas con TV de pantalla plana.

Todas las habitaciones del Ibis Plaza Glòries ofrecen aire acondicionado y calefacción. También ofrecen baño privado con secador de pelo. Se ofrece wifi gratuita en todas las zonas.

El Hotel Ibis Plaza Glòries cuenta con un restaurante que sirve un desayuno bufé.

Las estaciones de metro de Llacuna y Glòries se encuentran a 5 minutos a pie del hotel. Desde aquí, se puede llegar a Plaza Catalunya o la playa de la Barceloneta en menos de 10 minutos."
Mihlton Barcelona Boutique B&B,€ 425,8.7,"Mihlton Barcelona Boutique B&B está en el centro de Barcelona, a 4 min a pie de Paseo de Gracia y a 400 metros de La Pedrera. Ofrece alojamiento con wifi gratis, aire acondicionado y acceso a un jardín con terraza.

El bed and breakfast ofrece TV de pantalla plana y baño privado con artículos de aseo gratuitos, secador de pelo y ducha. Algunas unidades disponen de zona de estar y/o balcón.

El desayuno diario ofrece opciones buffet, continentales o inglesas/irlandesas.

Cerca del alojamiento hay puntos de interés como Casa Batlló, Estación de metro Passeig de Gràcia y Teatro Tívoli. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km."
Catalonia Plaza Catalunya,€ 588,8.6,"El Hotel Catalonia Plaza Cataluña ofrece piscina al aire libre y habitaciones con aire acondicionado, WiFi gratuita y TV vía satélite. Ocupa un edificio a 50 metros situado en la plaza de Catalunya de Barcelona. Las habitaciones incluyen TV inteligente con Chromecast.

El hotel sirve un desayuno buffet continental con cocina en vivo. Incluye una amplia variedad de productos regionales y pasteles caseros.

El Catalonia Plaza Cataluña Hotel tiene terraza solárium con tumbonas, gimnasio y piscina. Cuenta con spa con sala para tratamientos y masajes.

El Hotel Catalonia Plaza está a 5 minutos a pie del Barrio Gótico de Barcelona y del Palau de la Música Catalana. Al otro lado de la plaza de Cataluña, a solo 100 metros, se encuentra la parada del autobús que ofrece un servicio regular al aeropuerto."
Praktik Garden,€ 409,8.2,"El Praktik Garden alberga una terraza jardín encantadora y está situado a 400 metros del exclusivo Paseo de Gracia de Barcelona. Ofrece habitaciones elegantes, totalmente reformadas en 2015, con suelo de mosaicos de colores, TV de pantalla plana y conexión WiFi gratuita.

A pocos pasos del hotel está la estación de metro Girona, desde donde se puede llegar a la playa de la Barceloneta en 15 minutos. Plaza Cataluña está a 10 minutos a pie del hotel.

Todas las habitaciones del Praktik Garden están equipadas con aire acondicionado y baño moderno con ducha. Algunas tienen balcón.

El hotel dispone de salón y terraza jardín amueblada. Además, hay máquinas expendedoras de bebidas disponibles las 24 horas."
ibis Styles Barcelona City Bogatell,€ 406,8.4,
Catalonia Eixample 1864,€ 538,8.6,"Este hotel ocupa un edificio del siglo XIX situado en el barrio del Eixample, en Barcelona, y ofrece interiores modernos decorados con elegancia y WiFi gratuita. El alojamiento se encuentra a solo 300 metros del paseo de Gràcia, que alberga tiendas de diseño y edificios diseñados por Gaudí.

El Catalonia Eixample 1864 está ubicado en uno de los edificios más antiguos del Eixample y cuenta con una fachada pintada declarada monumento histórico-artístico.

Todas las habitaciones están insonorizadas y disponen de baño privado, suelos y muebles de madera elegantes, aire acondicionado y Smart TV con aplicación Chromecast. Algunas habitaciones tienen terraza privada y piscina.

Todas las mañanas se sirve un desayuno buffet con cocina en vivo en la Sala Minerva, mientras que el restaurante del hotel, Les Finestres de Llúria, propone comida tradicional catalana con un toque creativo. Se proporciona servicio de habitaciones.

El Catalonia Eixample 1864 cuenta con piscina en la azotea, terraza, bar y gimnasio.

El Catalonia Eixample 1864 goza de una ubicación ideal, a solo 5 minutos a pie de la estación de Passeig de Gràcia. El alojamiento se halla a 10 minutos a pie de la plaza Catalunya.

El hotel ofrece aparcamiento privado por un suplemento y estación de carga para vehículos eléctricos."
Onix Liceo,€ 357,8.3,"El Onix Liceo está ubicado en Las Ramblas de Barcelona, junto al Palau Güell de Gaudí y a 300 metros de la estación de metro Liceo. Este hotel es elegante y cuenta con terraza solárium y WiFi gratuita.

El Onix es un hotel de diseño con obras de arte moderno en las zonas comunes. También cuenta con salón y centro de negocios.

Hay agua, café y té gratuitos las 24 horas.

Todas las habitaciones del Onix son amplias y elegantes e incluyen aire acondicionado. Disponen de minibar y TV LCD con canales vía satélite. El baño privado incluye secador de pelo.

El mostrador de información turística del hotel presta un servicio de alquiler de coches y bicicletas. Hay recepción 24 horas y servicio de lavandería.

La piscina no se climatiza y abre de abril a octubre."
Hotel Rialto,€ 413,8.5,"Este elegante hotel, situado justo al lado de las famosas Ramblas de Barcelona, ocupa un edificio histórico donde nació el artista Joan Miró. Las habitaciones del Hotel Rialto tienen aire acondicionado y TV de pantalla plana.

Cada habitación del Hotel Rialto presenta suelos de madera y un diseño sencillo y funcional. Los modernos cuartos de baño incluyen artículos de tocador básicos. Es posible alquilar una caja fuerte.

Los huéspedes pueden disfrutar de un variado desayuno bufé y de deliciosas comidas mediterráneas en el restaurante Miró del Rialto. También hay muchos restaurantes y animados bares en las calles circundantes.

La recepción 24 horas del Rialto ofrece información sobre la ciudad. El mercado de la Boquería y la catedral de Barcelona están a 400 metros. La estación de metro de Liceu se halla a solo 300 metros y la plaza de Cataluña, a 10 minutos a pie del hotel."
