Name,Price,Score,Description
Hotel Rialto,€ 1.789,8.5,"Este elegante hotel, situado justo al lado de las famosas Ramblas de Barcelona, ocupa un edificio histórico donde nació el artista Joan Miró. Las habitaciones del Hotel Rialto tienen aire acondicionado y TV de pantalla plana.

Cada habitación del Hotel Rialto presenta suelos de madera y un diseño sencillo y funcional. Los modernos cuartos de baño incluyen artículos de tocador básicos. Es posible alquilar una caja fuerte.

Los huéspedes pueden disfrutar de un variado desayuno bufé y de deliciosas comidas mediterráneas en el restaurante Miró del Rialto. También hay muchos restaurantes y animados bares en las calles circundantes.

La recepción 24 horas del Rialto ofrece información sobre la ciudad. El mercado de la Boquería y la catedral de Barcelona están a 400 metros. La estación de metro de Liceu se halla a solo 300 metros y la plaza de Cataluña, a 10 minutos a pie del hotel."
Barcelona Hotel Colonial,€ 1.728,8.4,"Este elegante hotel está situado en el Barrio Gótico de Barcelona y ocupa un imponente edificio colonial de piedra que tiene una torre con reloj. El establecimiento se encuentra a 10 minutos a pie de la catedral de Barcelona y de la playa de la Barceloneta.

Las habitaciones del Hotel Colonial son luminosas, están insonorizadas y cuentan con aire acondicionado, suelo de madera, TV de pantalla plana, minibar y baño privado con secador de pelo y artículos de aseo. Además, incluyen una caja fuerte de alquiler.

El desayuno buffet se sirve en la cafetería del Colonial Hotel. El elegante salón con sofás de cuero blanco ofrece periódicos gratuitos y WiFi gratuita.

El Barcelona Hotel Colonial dispone de mostrador de información turística. El hotel se halla a 5 minutos a pie del puerto deportivo de Barcelona y de las boutiques del moderno barrio del Born. También hay aparcamiento a 5 minutos a pie del establecimiento."
Hostal Lleida,€ 1.342,8.2,"El Hostal Lleida se encuentra en el centro del barrio del Eixample de Barcelona, a solo 300 metros de la estación de metro Hospital Clínic. Las habitaciones disponen de aire acondicionado independiente, WiFi gratuita, TV y baño privado.

El Hospital Clínic está frente al establecimiento. El paseo de Gràcia y la rambla de Catalunya quedan a unos 10 minutos a pie y la estación de tren de Barcelona Sants se halla a 15 minutos. El Camp Nou se encuentra a solo 4 paradas de metro.

Todas las habitaciones del Lleida incluyen una botella de agua pequeña y un mapa de Barcelona. Los baños cuentan con toallas, jabón y secador de pelo.

La recepción está abierta las 24 horas. Hay un pequeño salón para los huéspedes con nevera, microondas y terminal con conexión a internet. Además, en los alrededores del establecimiento hay numerosos bares y restaurantes."
Hotel Gótico,€ 2.084,8.6,"El Hotel Gótico está situado a 50 metros de la estación de metro Jaume I y a 2 minutos a pie de la catedral de Barcelona. Dispone de terraza en la azotea y elegantes habitaciones con aire acondicionado y TV vía satélite.

Las habitaciones están insonorizadas, presentan un precioso suelo de baldosa y cuentan con calefacción, caja fuerte, escritorio y baño privado con secador de pelo y artículos de aseo.

La recepción está abierta las 24 horas y hay un mostrador de información turística donde se pueden alquilar coches. En las inmediaciones se ofrece aparcamiento, disponible por un suplemento. El hotel está a solo 5 minutos a pie de La Rambla."
B Hotel,€ 2.296,8.6,"Este hotel de diseño está a solo 150 metros de la plaza España y frente al centro comercial Las Arenas. Cuenta con una piscina en la 8ª planta y un solárium que ofrece vistas espectaculares a Montjuïc.

Las habitaciones del B Hotel tienen aire acondicionado, son amplias y están insonorizadas. Además, todas incluyen WiFi gratuita y están decoradas con obras de arte contemporáneas. Todas las habitaciones disponen de hervidor eléctrico y carta de almohadas.

En el B Bar se sirven tapas modernas y una amplia selección de vinos españoles. El servicio de habitaciones también está disponible en el bar y en la zona de la piscina.

La estación de metro de Plaza Espanya está a 200 metros del hotel, mientras que el centro de exposiciones Fira de Barcelona se encuentra a solo 250 metros. Además, la Fuente Mágica de Montjuïc queda a unos 5 minutos a pie."
Vincci Maritimo,€ 1.804,8.4,"El Vincci Marítimo se encuentra a 10 minutos a pie del centro comercial Diagonal Mar y del centro de convenciones CCIB de Barcelona. Ofrece habitaciones luminosas y elegantes con TV de pantalla plana vía satélite y conexión Wi-Fi gratuita.

Las habitaciones del Hotel Marítimo presentan una decoración moderna con suelo de parquet e imágenes relajantes del mar. Además, disponen de aire acondicionado, carta de almohadas, baño privado con secador de pelo y vistas al encantador jardín zen japonés o al parque Diagonal Mar.

El restaurante Jardí de Mar del hotel ofrece platos de cocina mediterránea elaborados con ingredientes frescos. El desayuno del hotel incluye alimentos aptos para celíacos, mientras que el bar salón Ikebana sirve aperitivos, tapas y cócteles que los huéspedes podrán disfrutar en la terraza.

El hotel dispone de recepción 24 horas con servicios de lavandería y de alquiler de coches.

El Vincci Marítimo se encuentra a sólo 500 metros de la playa de Mar Bella, mientras que la estación de metro Selva del Mar está a 2 minutos a pie del hotel y conecta con el centro de la ciudad en 15 minutos."
Catalonia Barcelona 505,€ 1.358,8.5,"El Catalonia Barcelona 505 se encuentra en la zona Sant Gervasi de Barcelona y dispone de piscina exterior y de habitaciones amplias con WiFi gratuita. El centro está a 15 minutos de la estación de tren de El Putxet, situada a 400 metros.

El hotel está cerca de centros médicos importantes, como Dexeus, Barraquer y las clínicas Teknon y Sant Jordi, y está al lado del Tranvía Azul, con destino al teleférico del Tibidabo.

Las habitaciones tienen aire acondicionado, caja fuerte, minibar y TV vía satélite. Hay escritorio y baño privado con secador de pelo y artículos de aseo.

El restaurante C50&5 elabora cocina internacional, y hay bar y servicio de habitaciones.

La recepción está abierta las 24 horas y ofrece servicio de alquiler de coche. Desde el hotel es fácil llegar a la autopista B20, y el aparcamiento de las instalaciones está disponible por un suplemento."
Hotel Sant Agustí,€ 1.994,8.0,"El Sant Agustí, inaugurado en 1840, ocupa un convento restaurado situado a solo 150 metros del famoso paseo de La Rambla de Barcelona. Ofrece habitaciones funcionales con conexión WiFi gratuita, aire acondicionado y TV de pantalla plana vía satélite.

Las habitaciones del Hotel Sant Agustí presentan un diseño sencillo y moderno con suelo de madera e incluyen caja fuerte. Algunas tienen balcón privado, mientras que todas disponen de baño con artículos de aseo y secador de pelo.

El Sant Agustí sirve un desayuno buffet continental todos los días.

En la planta baja encontrará diversos ordenadores de uso gratuito. La recepción permanece abierta las 24 horas.

El hotel se halla en una plaza de ambiente tranquilo, a 2 minutos a pie de la estación de metro de Liceu y del mercado La Boquería. La plaza de Catalunya, ubicada a menos de 700 metros, ofrece numerosas conexiones de tren y autobús, incluidos enlaces directos con el aeropuerto."
Blue Barcelona,€ 2.721,8.1,"El Blue Barcelona, situado en el distrito barcelonés de Gracia, junto a la estación de FGC de Gracia, ofrece conexión WiFi gratuita, salón compartido y mostrador de información turística.

Las habitaciones tienen aire acondicionado, TV de pantalla plana con canales vía satélite, escritorio y suelo de madera. Algunas disponen de baño privado con ducha o bañera y artículos de aseo gratuitos, mientras que otras cuentan con acceso a un baño compartido.

El Blue Barcelona se encuentra a 5 minutos a pie de varios bares, restaurantes y tiendas. También hay máquinas expendedoras.

La estación de metro de Fontana se halla a 300 metros, la Plaza Catalunya y Las Ramblas quedan a 2 paradas de metro y la Sagrada Familia de Gaudí está a 2,3 km"
Center Gran Via,€ 1.487,8.8,"El Hotel Center Gran Via está en el centro de Barcelona, junto a la Universidad de Barcelona (situada en la Gran Vía) y ofrece habitaciones modernas. Se halla a unos 5 minutos a pie de la plaza de Cataluña, de Las Ramblas y del Paseo de Gracia.

El Hotel Center Gran Via ocupa la planta principal de un hermoso edificio modernista con balcones franceses y techo alto pintado. Las habitaciones presentan una decoración moderna y sencilla.

Todas las habitaciones del Hotel Center Gran Via están en la planta principal y cuentan con aire acondicionado y WiFi gratuita. Algunas habitaciones, según la categoría, cuentan con balcón o terraza.

El hotel se encuentra a 100 metros de la parada de metro Universitat. La Sagrada Familia queda a solo 5 paradas desde dicha estación. Las casas de Gaudí, el Barrio Gótico y el barrio del Born están a 20 minutos a pie.

El Gran Via está a 100 metros de la parada del autobús que lleva hasta el aeropuerto y a menos de 10 minutos a pie de la estación de tren y metro Catalunya."
"Casa Consell Gran Via, Guest House",€ 1.966,8.6,"El establecimiento Casa Consell Gran Via, Guest House se encuentra en la Gran Vía, en el famoso distrito barcelonés del Ensanche, y ofrece alojamiento con WiFi gratuita y una buena relación calidad precio. Se halla a 700 metros de la plaza de Cataluña y del Paseo de Gracia.

La estación de autobuses de Barcelona Norte queda a solo 500 metros. El establecimiento está bien comunicado con las estaciones de metro de Tetuán y Girona.

Este alojamiento ocupa un edificio histórico con una decoración elegante y elementos originales. Ofrece cocina compartida totalmente equipada y café y té gratuitos durante la estancia.

El establecimiento Casa Consell Gran Via, Guest House está cerca de varios edificios modernistas populares, como la Casa Batlló de Gaudí y la Sagrada Familia. El barrio Gótico y la catedral también están cerca.

Algunas habitaciones tienen terraza o balcón con vistas a la calle. Todas las habitaciones disponen de baño privado con azulejos de cerámica tradicionales."
AB Montjuic,€ 2.099,7.3,"El AB Montjuic ofrece WiFi gratuita y está en el centro, junto a la plaza Espanya de Barcelona, que alberga una parada del autobús que conecta con el aeropuerto y el centro de convenciones FIRA. El centro de Barcelona se encuentra a 10 minutos en autobús o en metro.

Los apartamentos son modernos y disponen de aire acondicionado, sala de estar con sofá cama, TV de pantalla plana y reproductor de DVD. También tienen un balcón o una terraza amueblados y baño privado con secador de pelo. La zona de cocina cuenta con nevera, microondas y lavadora.

En el BWH se pueden reservar varios servicios adicionales, como visitas guiadas y un servicio de enlace con el aeropuerto. En los apartamentos también se puede pedir el desayuno y paquetes de alimentos básicos y gourmet.

El centro comercial Las Arenas se encuentra a 150 metros y en los alrededores de los apartamentos hay varios restaurantes y cafeterías. Asimismo, Montjuïc y la fuente Mágica están a menos de 5 minutos a pie."
Pensión Villanueva,€ 1.052,7.2,"Pensión Villanueva es un alojamiento de 2 estrellas con una buena ubicación en Barcelona, cerca de Plaza Cataluña y de Portal del Ángel. El alojamiento se encuentra a 2,2 km de Platja de Sant Sebastià, a 2,2 km de Platja de Sant Miquel y a 2,2 km de Platja del Somorrostro. Hay wifi gratis y se ofrece parking privado por un suplemento.

En el hostal o pensión, todas las habitaciones están equipadas con armario. En Pensión Villanueva, todas las habitaciones disponen de ropa de cama y toallas.

Cerca del alojamiento hay puntos de interés como Teatro Tívoli, Palacio de la Música Catalana y Paseo de Gracia. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km."
Good-Home Paseo de Gracia,€ 1.720,8.1,"El Good-Home Paseo de Gracia está situado en Barcelona. Ofrece conexión WiFi gratuita y habitaciones con TV, aire acondicionado y balcón o terraza.

Todas las habitaciones cuentan con aire acondicionado, TV de pantalla plana, caja fuerte, zona de estar y baño privado con ducha y secador de pelo.

Este bed and breakfast ofrece un desayuno sencillo de autoservicio, que incluye tostadas, bollería y cereales. La zona de comedor está equipada con microondas, nevera y hervidor eléctrico. Además, hay una tetera/cafetera disponible de 08:00 a 12:00. El establecimiento dispone de mostrador de información turística.

Este bed and breakfast se encuentra a 1 km de la estación de Passeig de Gracia y a 200 metros de la avenida Diagonal y la Pedrera. El aeropuerto de Barcelona-El Prat se sitúa a 13 km."
Fira Apartments by Gaiarooms,€ 2.119,8.1,"Estos apartamentos, modernos y luminosos, están situados junto al centro de exposiciones Fira de Barcelona y ofrecen alojamiento con conexión WiFi gratuita y TV de pantalla plana. La plaza de España está a solo 50 metros.

Los elegantes apartamentos del Ding Dong Fira Apartment están decorados en tonos claros y cuentan con suelo de madera elegante y salón con sofá cama. Solo hay aire acondicionado y calefacción en el salón.

La zona de cocina de planta abierta está bien equipada con lavadora, microondas, tostadora, cafetera Nespresso y utensilios. También incluye toallas, ropa de cama y secador de pelo.

Hay una gran variedad de bares, restaurantes y tiendas a 5 minutos a pie del Fira Apartments by Gaiarooms. La famosa Fuente Mágica y el centro comercial Las Arenas están a 100 metros.

La estación de metro Espanya, situada a 250 metros, ofrece conexión directa con la plaza Catalunya y Las Ramblas. La estación de tren de Sants se halla a 500 metros, aunque también se puede llegar en trayecto directo de metro. A 3 minutos a pie de los apartamentos paran los autobuses con servicio al aeropuerto y los autobuses turísticos."
Hotel California,€ 3.711,8.1,"El Hotel California está situado en pleno Barrio Gótico de Barcelona, a solo 2 minutos a pie de Las Ramblas. El hotel dispone de habitaciones con balcón, aire acondicionado y conexión Wi-Fi gratuita.

Las habitaciones están insonorizadas, e incluyen TV de pantalla plana, armario y baño privado con secador de pelo y artículos de aseo gratuitos. Se proporcionan toallas y ropa de cama.

El Hotel Califorina sirve desayuno buffet, cuenta con bar y salón compartido, y ofrece servicio de habitaciones.

El establecimiento se halla a 300 metros del mercado de La Boquería, a 10 minutos a pie de la plaza de Cataluña, a 20 minutos a pie de la playa de La Barceloneta y a 200 metros de la estación de metro de Liceu."
Ako Suites Hotel,€ 1.742,8.2,"El Ako Suites Hotel está situado a 10 minutos a pie de la plaza de Catalunya y ofrece apartamentos elegantes con conexión Wi-Fi gratuita y una zona de cocina moderna.

Los alojamientos del Ako Suites presentan un diseño minimalista elegante y están decorados en tonos claros. Todos los apartamentos disponen de TV de pantalla plana, sofá cama doble y aire acondicionado.

La zona de cocina cuenta con vitrocerámica y microondas. El baño es elegante y tiene ducha o bañera. Se incluyen las toallas y los artículos de aseo.

El Ako Suites Hotel se encuentra a 300 metros de la estación de metro de Universitat y a 5 minutos a pie de una parada del autobús que va al aeropuerto. El personal de la recepción está disponible las 24 horas y puede facilitarle información sobre la ciudad."
Free Hostels Barcelona,€ 1.809,8.0,"El Free Hostels Barcelona ofrece WiFi gratuita y se encuentra en el centro de Barcelona, a 700 metros de la estación de metro de Hospital Clínic. La Pedrera de Gaudí se encuentra a 23 minutos a pie.

Las habitaciones tienen colchones de espuma viscoelástica, aire acondicionado, enchufes, luces de lectura, taquillas y caja fuerte. El baño, situado en el interior de la habitación, es compartido e incluye artículos de aseo gratuitos. El establecimiento proporciona sábanas, mientras que las toallas se podrán alquilar por un suplemento.

El Free Hostels Barcelona cuenta con recepción abierta las 24 horas, sala de TV compartida y una cocina compartida. Además, ofrece servicio de venta de entradas y servicio de información turística.

El Camp Nou está situado a 30 minutos a pie y las Ramblas se encuentran a 25 minutos en metro. La playa de la Barceloneta está a 45 minutos en transporte público."
Vincci Mae,€ 2.340,8.5,"El Vincci Mae, situado junto a la plaza Francesc Macià de Barcelona, dispone de terraza con piscina pequeña y vistas fantásticas de la avenida Diagonal y la montaña del Tibidabo.

El Vincci Mae ofrece bar, restaurante, recepción 24 horas y WiFi gratuita en todas las instalaciones. Todos los días se ofrece un desayuno buffet variado.

Las habitaciones son elegantes y cuentan con una decoración sencilla y luminosa, aire acondicionado, TV de pantalla plana, hervidor y minibar. El elegante baño privado incluye ducha, artículos de aseo gratuitos y secador de pelo.

La Casa Batlló se encuentra a 1,6 km del Vincci Mae, mientras que La Pedrera está a 1,3 km. Se puede llegar a Plaza Catalunya en 20 minutos en transporte público."
Hostal Las Flores Ramblas,€ 1.334,8.3,"Este céntrico hotel se encuentra en Las Ramblas de Barcelona, junto a la estación de metro de Liceu y a 50 metros del mercado de la Boquería. Ofrece habitaciones con aire acondicionado, conexión inalámbrica a internet gratuita y TV de pantalla plana.

Cerca del Hostal Las Flores Ramblas encontrará aparcamiento público. La estupenda ubicación de este hostal le permitirá desplazarse a pie a los principales lugares de interés de la ciudad.

La catedral de Barcelona está a 5 minutos a pie y la Sagrada Familia de Gaudí se encuentra a 10 minutos en metro o autobús.

Las Flores ofrece servicio de recepción las 24 horas, lo que le permitirá disfrutar de la vida nocturna del centro de Barcelona. Este hostal también ofrece guardaequipaje y mostrador de información turística."
Suite Home Sagrada Familia,€ 3.462,8.6,"Situado en la arbolada avenida Gaudí, el Suite Home Barcelona está a solo 250 metros de la catedral de la Sagrada Familia. Algunos apartamentos ofrecen vistas al famoso monumento de Barcelona, Hay wifi gratuita.

Todos los apartamentos disponen de aire acondicionado y suelo de parquet. La zona de estar y de comedor dispone de TV de pantalla plana. También cuenta con caja fuerte. Todos los apartamentos son diferentes. Puede tener 2 baños completos o 1 baño completo y 1 ducha adicional y aseo adicional. El apartamento clásico es el único que dispone de 1 baño completo y 1 ducha adicional.

La cocina está equipada con placa de cocina, horno, lavavajillas y microondas. Hay lavadora y utensilios de planchado.

El Suite Home Sagrada Familia se encuentra a poca distancia de varias cafeterías, restaurantes y supermercados."
TSA La Rambla,€ 2.612,9.1,"TSA La Rambla, que cuenta con terraza y wifi gratis, se encuentra en el centro de Barcelona, cerca de Plaza Cataluña, Portal del Ángel y Teatro Tívoli.

El alojamiento tiene aire acondicionado, cocina totalmente equipada, TV de pantalla plana y baño privado con ducha, artículos de aseo gratuitos y secador de pelo.

Cerca del alojamiento hay puntos de interés como Palacio de la Música Catalana, Paseo de Gracia y Catedral de Barcelona. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 14 km del alojamiento."
Cosmo Apartments Rambla Catalunya,€ 5.536,8.4,"El Cosmo Apartments Rambla Catalunya se encuentran en el centro de Barcelona, a solo 6 minutos a pie de la plaza Cataluña, y ofrece habitaciones insonorizadas y WiFi gratuita.

Estos apartamentos modernos y luminosos disponen de 3 dormitorios, 2 baños, zona de cocina equipada con lavavajillas, microondas, horno y cafetera, y zona de estar con sofá y TV de pantalla plana. Se proporcionan las toallas y la ropa de cama.

Se pueden solicitar cestas de alimentos gourmet a la llegada.
En la animada y céntrica Rambla de Catalunya hay numerosos bares, restaurantes y tiendas. Además, el supermercado más cercano está a solo 500 metros del alojamiento.

El paseo de La Rambla de Barcelona se encuentra a 600 metros, mientras que la Casa Batlló de Gaudí queda a 3 minutos a pie. El apartamento se halla a solo 200 metros del Paseo de Gracia, que tiene una estación de metro y de tren con conexiones directas hasta el aeropuerto de El Prat."
,€ 4.226,8.1,"TSA La Rosa está a 2 min a pie de Paseo de Gracia y ofrece alojamiento con patio y wifi gratis.

El alojamiento tiene aire acondicionado, cocina totalmente equipada, TV y baño privado con ducha y artículos de aseo gratuitos.

Cerca del alojamiento hay puntos de interés como La Pedrera, Casa Batlló y Estación de metro Passeig de Gràcia. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 14 km."
Silken Sant Gervasi,€ 1.300,8.6,"Este hotel elegante está situado en Barcelona, en el tranquilo distrito de Sant Gervasi, y ofrece habitaciones modernas con conexión a internet gratuita. El Silken queda a solo 8 minutos en tren de la plaza Catalunya.

El restaurante del Silken San Gervasi está especializado en cocina tradicional con influencias modernas. En la cafetería se sirve un desayuno buffet y también se ofrecen bebidas y aperitivos durante todo el día.

Las habitaciones son funcionales e incluyen caja fuerte de uso gratuito, calefacción central, aire acondicionado y baño de mármol con secador de pelo.

El Silken St. Gervasi se encuentra a 15 minutos a pie del parque Güell, que acoge impresionantes estructuras, mosaicos y arquitectura de Antoni Gaudí. La estación de El Putxet queda a 50 metros del hotel y conecta con el centro de la ciudad."
